,unnamed: 0,case_number,date,date_revised,season,year,case,type,country,country_revised,continent,area,location,activity,name,sex,age,injury,fatal,time,species ,investigator or source,href_formula,objectid,location_georeferenced_lon,location_georeferenced_lat,location_georeferenced_result,country_captalized,month,season_code
3985,3985,1942.11.13.c,13-Nov-42,11/13/42,winter,1942,1,Sea Disaster,SOLOMON ISLANDS,SOLOMON ISLANDS,Oceania,unknown,Off Guadalcanal,"Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla  (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point. Victim was swimming when bitten.","Sam Hicks, a gunner",male,unknown,"Injured by sharks, but managed to swim ashore 6.5 hours later",non-fatal,unknown,unknown,Memoirs of Sam Hicks,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.11.13.c-Hicks.pdf,m_3986,160,-9.75,matched,Solomon Islands,1,1
3986,3986,1942.11.13.a,12-Nov-42,11/12/42,winter,1942,1,Sea Disaster,SOLOMON ISLANDS,SOLOMON ISLANDS,Oceania,unknown,Off Savo Island,unknown,Japanese seaman,male,unknown,FATAL,fatal,unknown,unknown,"C. Cromie, Chicago Tribune, 12/5/1942",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.11.13.a-Guadalcanal.pdf,m_3987,159.81249,-9.13087,matched,Solomon Islands,1,1
3987,3987,1942.11.01,1-Nov-42,11/1/42,winter,1942,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,Clifton,Swimming ,Willem Johannes Bergh,male,18,"FATAL, body not recovered",fatal,12h30,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses","Natal Daily News, 11/28/1942, M. Levine, GSAF; T. Wallett, p.42",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.11.01-Bergh.pdf,m_3988,18.37684,-33.93085,matched,South Africa,1,1
3988,3988,1942.09.12.a,12-Sep-42,9/12/42,fall,1942,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Trinity Beach, 17 km northwast of Cairns",Treading water,"Athol Wearne, Royal Australian Air Force. officer",male,24,"Right foot severed & calf removed, leg  surgically amputated below the knee",non-fatal,16h30,"Tiger shark, 2.4 m to 3 m [8' to 10']","A Wearne, J. Green, pp.44-50; G.P. Whitley (1951), p. 193, cites Sydney Morning Herald, 8/11/1943;  V.M. Coppleson (1958), pp.87 & 238",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.09.12.a-Wearne.pdf,m_3989,145.6979376,-16.78722702,matched,Australia,9,4
3989,3989,1942.07.06,6-Jul-42,7/6/42,summer,1942,1,Provoked,ITALY,ITALY,Europe,Liguria,Savona,Sculling,Gino Bardolini,male,20,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",non-fatal,unknown,Porbeagle shark,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.07.06-Bardolini,m_3990,8.48364,44.30582,matched,Italy,7,3
3990,3990,1942.06.00,Jun-42,6/1/42,summer,1942,1,Unprovoked,UNKNOWN,UNKNOWN,Unknown,300 miles east of St. Thomas (Virgin Islands),unknown,On life raft tethered to lifeboat. A seaman put hand over side to rinse a cup,male,male,unknown,Forearm lacerated,non-fatal,unknown,unknown,"V.M. Coppleson (1962), p.258",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.06.00-on-life-raft.pdf,m_3991,-64.92974907,18.34516551,matched,Unknown,6,3
3991,3991,1942.05.09,9-May-42,5/9/42,spring,1942,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Great Barrier Reef, off Cairns",Diving from lugger,Abraham Johnson,male,unknown,"Hands, arms & knee lacerated",non-fatal,unknown,unknown,"V.M. Coppleson (1958), p.245",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.05.09-Johnson.pdf,m_3992,146.76979,-17.98722,matched,Australia,5,2
3992,3992,1942.03.08,8-Mar-42,3/8/42,spring,1942,1,Sea Disaster,CUBA,CUBA,North America,Guantanamo Province,30 nm southeast of Guantanamo Bay,Esso Bolivar was torpedoed & shelled by the German submarine U-126,A wounded member of Naval guncrew being towed by Charles Anderson toward a lifeboat & injured crew being towed by watertender Arthur Lauman,male,unknown,"Of her crew of 50, eight perished, including the two injured men",fatal,Ship aban-doned at 03h10,unknown,"Baltimore Evening Sun, 4/13/1942",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.03.08-EssoBolivar.pdf,m_3993,-75.13333,20.00333,matched,Cuba,3,2
3993,3993,1942.03.04,4-Mar-42,3/4/42,spring,1942,1,Invalid,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,George s River,unknown,Ronald J. Bishop,male,18,"Cause of death was drowning, shark bites were post mortem",unknown,unknown,Invalid,"G.P. Whitley (1951), p. 192, cites Sun (Sydney), 3/27/1942; J. Green, p.34",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.03.04-Bishop.pdf,m_3994,150.96667,-33.95,matched,Australia,3,2
3994,3994,1942.01.18,18-Jan-42,1/18/42,winter,1942,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Fairy Bower,unknown,paddle of surf-ski,unknown,unknown,Paddle of surf ski bitten by shark,non-fatal,unknown,unknown,"G.P. Whitley (1951), p. 192",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.01.18-Surf-ski.pdf,m_3995,151.2912776,-33.80334933,matched,Australia,1,1
3995,3995,1942.01.04,4-Jan-42,1/4/42,winter,1942,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Egg Rock, Middle Harbor, Sydney",Swimming,Zita Steadman,female,28,"FATAL, bitten in two  ",fatal,15h00,"Bull shark, 4 m [13']","V.M. Coppleson (1958), p.70; A. Sharpe, p.72; A. MacCormick, pp.34-35",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.01.04-Steadman.pdf,m_3996,151.24613,-33.80326,matched,Australia,1,1
3996,3996,1942.01.00,Jan-42,1/1/42,winter,1942,1,Provoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Fairy Bower, near North Steyne",Surf-skiing,male,male,unknown,Attempted to frighten shark by smacking water with paddle. Shark bit paddle.  No injury to surf-skier PROVOKED INCIDENT,non-fatal,unknown,3 m [10'] shark,"V.M. Coppleson (1958), p.41",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.01.00-Surfski.pdf,m_3997,151.2874114,-33.7953077,matched,Australia,1,1
3997,3997,1942.00.00.k,1942,unknown,unknown,1942,1,Sea Disaster,INDONESIA,INDONESIA,Asia,East Java,Surabaya,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,200 soldiers,male,unknown,"General Imamura, Commander in Chief of Japanese forces in Java was sentenced to 10 years imprisonment by Australian Military Court for his role in the ""Pig Basket Atrocities""",fatal,unknown,unknown,G. Duncan,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.00.00.k-PigBasketAtrocity.pdf,m_3998,112.75083,-7.24917,matched,Indonesia,u,unknown
3998,3998,1942.00.00.j,Winter 1942,unknown,unknown,1942,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,Tasmania,Off Big Friar Island,Fishing for perch,Storm King; occupants - George Bridge & 2 sons,male,unknown,"No injury to occupants, rudder damaged by shark",non-fatal,unknown,unknown,"C. Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.00.00.j-StormBay.pdf,m_3999,147.3675614,-42.84415859,matched,Australia,u,unknown
3999,3999,1942.00.00.i,Summer 1942,unknown,unknown,1942,1,Unprovoked,PHILIPPINES,PHILIPPINES,Asia,Camiguin Island,2 kilometres off Sagay,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",Andong & 2 others,male,unknown,FATAL,fatal,unknown,unknown,V. Obedencio,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.00.00.i-Adong.pdf,m_4000,124.72696,9.10402,matched,Philippines,u,unknown
4000,4000,1942.00.00.h,1942,unknown,unknown,1942,1,Boating,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,Simon s Bay,unknown,boat,unknown,unknown,"No injury to occupants, boat rammed by shark",non-fatal,unknown,unknown,"T. Wallett, p.27",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.00.00.h-boat.pdf,m_4001,18.42913,-34.18343,matched,South Africa,u,unknown
4001,4001,1942.00.00.g,1942,unknown,unknown,1942,1,Boating,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,Simon's Bay,unknown,boat,unknown,unknown,No injury,non-fatal,unknown,Said to involve a 6.5 m [21.5'] shark,"T. Wallett, p.27",http://sharkattackfile.net/spreadsheets/pdf_directory/1942.00.00.g-SimonsTown.pdf,m_4002,18.42913,-34.18343,matched,South Africa,u,unknown
4002,4002,1942.00.00.f,1942,unknown,unknown,1942,1,Unprovoked,BAHAMAS,BAHAMAS,North America,Cay Sal Bank,Anchored off the largest island in the group,Swimming along side N.E.L. vessel Saluda,Herbert J. Mann,male,48,"Minor injury, ankle scratched by shark's teeth",non-fatal,Late afternoon,1.2 m to 1.5 m [4' to 5'] shark,H.J. Mann,http://sharkattackfile.net/spreadsheets/pdf_directory/1942.00.00.f-Mann.pdf,m_4003,-79.57165659,23.55422391,matched,Bahamas,u,unknown
4003,4003,1942.00.00.a,1942,unknown,unknown,1942,1,Unprovoked,PANAMA,PANAMA,North America,Panama City,Bella Vista Beach,Swimming,male,male,unknown,"FATAL, body not recovered",fatal,unknown,unknown,V.M. Coppleson (1958),http://sharkattackfile.net/spreadsheets/pdf_directory/1942.00.00.a-BellaVista.pdf,m_4004,-79.52531,8.98496,matched,Panama,u,unknown
4004,4004,1941.12.03,3-Dec-41,12/3/41,winter,1941,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,Carnarvon,Swimming,Ron Graham,male,10,Right ankle bitten,non-fatal,Night,unknown,"The West Australian, 12/11/1941",http://sharkattackfile.net/spreadsheets/pdf_directory/1941.12.03-Graham.pdf,m_4005,113.6594,-24.88073,matched,Australia,1,1
4005,4005,1941.11.19,19-Nov-41,11/19/41,winter,1941,1,Sea Disaster,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,Shark Bay,German raider Kormoran was sunk in an engagement with HMAS Sydney,male from the Kormoran,male,unknown,Leg bitten,non-fatal,unknown,unknown,"Canberra Times, 12/4/1941",http://sharkattackfile.net/spreadsheets/pdf_directory/1941.11.19-Kormoran.pdf,m_4006,114.21845,-26.38916,matched,Australia,1,1
4006,4006,1941.08.21.R,Reported 21-Aug-1941,8/21/41,summer,1941,1,Provoked,USA,USA,North America,New York,Montauk,Fishing,Captain Jack Kelly,unknown,unknown,Laceration to left forearm from hooked shark PROVOKED INCIDENT,non-fatal,unknown,unknown,"New York Times, 8/21/1941",http://sharkattackfile.net/spreadsheets/pdf_directory/1941.08.21.R-Kelly.pdf,m_4007,-71.95373,41.03121,matched,USA,8,3
4007,4007,1941.08.05,5-Aug-41,8/5/41,summer,1941,1,Invalid,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Parramata River,Swimming,Ronald Dickerson,male,unknown,Shark involvement prior to death unconfirmed,unknown,unknown,Shark involvement prior to death unconfirmed,"Canberra Times, 8/6/1941",http://sharkattackfile.net/spreadsheets/pdf_directory/1941.08.05-Dickerson.pdf,m_4008,151.16667,-33.85,matched,Australia,8,3
4008,4008,1947.01.14,14-Jan-47,1/14/47,winter,1947,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Berry's Bay, Sydney Harbour",Rowing,"rowboat, occupants: Bob Scott & John Blackwell ",unknown,17 & 16,"No injury, shark lifted the boat 0.5 m out of the water",non-fatal,unknown,"4.5  m [14'9""""] shark","A. Sharpe, p.73",http://sharkattackfile.net/spreadsheets/pdf_directory/1947.01.14-rowboat.pdf,m_4009,151.211196,-33.84318049,matched,Australia,1,1
4009,4009,1947.01.05,5-Jan-47,1/5/47,winter,1947,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,Peter C. Knoop,male,18,Flexed left leg lacerated,non-fatal,15h50,>1.6 m shark,"P. Knoop, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1947.01.05-Knoop.pdf,m_4010,31.03629,-29.8277,matched,South Africa,1,1
4010,4010,1946.12.28,28-Dec-46,12/28/46,winter,1946,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,South Australia,Glenelg,Swimming near jetty with 2' piece of wood,Leo Streng,male,23,"Forearm & fingers lacerated, teethmarks on wood",non-fatal,unknown,unknown,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.110 & 240",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.12.28-Streng.pdf,m_4011,138.52,-34.97827,matched,Australia,1,1
4011,4011,1946.12.24.R,Reported 24-Dec-1946,12/24/46,winter,1946,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Auckland Creek, Gladstone",unknown,Moored fishing launch of Harry Lone,unknown,unknown,Shark jumped into cockpit,non-fatal,unknown,7' shark,"V.M. Coppleson (1958), p.181",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.12.24.R-Lone-launch.pdf,m_4012,151.25,-23.85,matched,Australia,1,1
4012,4012,1946.11.20,20-Nov-46,11/20/46,winter,1946,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Torres Strait,40 miles off Thursday Island,Pearl diving from lugger,"Esrona Johnson, Torres Strait islander",male,30,"FATAL, right arm severed",fatal,unknown,unknown,"G.P. Whitley (1951), p. 193;V.M. Coppleson (1958), p.245",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.11.20-EsronaJohnson.pdf,m_4013,142.22089,-10.58081,matched,Australia,1,1
4013,4013,1946.10.14,14-Oct-46,10/14/46,winter,1946,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Mark s Point, Swan Bay, Lake Macquarie",Swimming,Douglas Blackmore,male,15,Left leg lacerated,non-fatal,unknown,unknown,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.112",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.10.14-Blackmore.pdf,m_4014,151.5884225,-33.09183788,matched,Australia,1,1
4014,4014,1946.08.18,18-Aug-46,8/18/46,summer,1946,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Ellis Beach, 20 miles from Cairns",Swimming after a tennis ball,Phillip South Collin,male,30,"FATAL, body not recovered",fatal,15h20,4.3 m [14'] shark,"G.P. Whitley (1951), p.193;V.M. Coppleson (1958), pp.87-88 & 239; A. Sharpe, p.97",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.08.18-Collin.pdf,m_4015,145.64291,-16.72267,matched,Australia,8,3
4015,4015,1946.07.18.a,18-Jul-46,7/18/46,summer,1946,1,Unprovoked,IRAN,IRAN,Asia,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",Swimming ,Mehdi,male,12,"Left Achilles tendon severed, calf muscles severely lacerated",non-fatal,unknown,Possibly C. leucas,"A. Anderson, M.D. / Lt. Col. R.S. Hunt , p.84",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.07.18.a-Mehdi.pdf,m_4016,48.6693,31.3203,matched,Iran,7,3
4016,4016,1946.06.28,28-Jun-46,6/28/46,summer,1946,1,Unprovoked,INDIA,INDIA,Asia,unknown,Chennai,Bathing,Murugesan,male,14,"Serious injuries""""",non-fatal,unknown,unknown,"Indian Express, 6/30/1946",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.06.28-Murugesan.pdf,m_4017,80.28252,13.08362,matched,India,6,3
4017,4017,1946.05.09,9-May-46,5/9/46,spring,1946,1,Unprovoked,TANZANIA,TANZANIA,Africa,Dar-es-Salaam ,Dar-es-Salaam harbor,Swimming ,"W. Svendson, ship s officer",male,unknown,Leg bitten,non-fatal,unknown,unknown,"Star, 5/20/1946",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.05.09-Svendson.pdf,m_4018,39.28671,-6.815,matched,Tanzania,5,2
4018,4018,1946.04.19,19-Apr-46,4/19/46,spring,1946,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Trinity Beach, Cairns",Swimming,Robert McAuliffe,male,17,FATAL,fatal,13h30,unknown,"J. Croucher; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.87",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.19-McAuliffe.pdf,m_4019,145.70171,-16.78903,matched,Australia,4,2
4019,4019,1946.04.00,Apr-46,4/1/46,spring,1946,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,South Australia,Port Newby,Fishing,"boat, occupants: C. Nardelli & son",unknown,unknown,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",non-fatal,unknown,6 m [20']  shark,"V.M. Coppleson (1958), p.184",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.00-boat-Nardelli.pdf,m_4020,138.5772251,-34.90909495,matched,Australia,4,2
4020,4020,1946.03.20,20-Mar-46,3/20/46,spring,1946,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,South Australia,Grange,Fishing,"14' catamaran, occupant: M. Leverenz",male,28,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",non-fatal,19h00,unknown,"Sydney Morning Herald, 3/22/1946",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.03.20-Leverenz.pdf,m_4021,138.48333,-34.9,matched,Australia,3,2
4021,4021,1946.02.16,16-Feb-46,2/16/46,winter,1946,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"South Beach, Durban",Treading water,Ernest Tomson,male,21,Right arm severely lacerated,non-fatal,16h00,unknown,"M. Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.16-Tomson.pdf,m_4022,31.04197431,-29.86541781,matched,South Africa,2,1
4022,4022,1946.02.10.b,10-Feb-46,2/10/46,winter,1946,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,"City Beach, Perth",Standing,"Ronald  D. Sunderland,  from the Royal Australian Navy, on leave from HMAS Leeuwin",male,18,"Leg bitten, surgically amputated",non-fatal,12h15,"White shark, 4.2 m [13'9""]","West Australian, 2/11/1946, p.6; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.111 & 245; A. Sharpe, pp.130-131; H. Edwards, p.133-134",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.10.b-Sunderland.pdf,m_4023,115.76083,-31.91366,matched,Australia,2,1
4023,4023,1946.02.10.a,10-Feb-46,2/10/46,winter,1946,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"Battery Beach, Durban",Swimming ,"Janardhan Rughoober Varma, a lifesaver",male,18,Flexed right  knee bitten,non-fatal,09h15,unknown,"J.R. Varma, M. Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.10.a-Varma.pdf,m_4024,31.03537,-29.83953,matched,South Africa,2,1
4024,4024,1946.01.24.b,24-Jan-46,1/24/46,winter,1946,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"Battery Beach, Durban",Treading water,Brian Gibson ,male,15,Knee & calf lacerated,non-fatal,17h15,unknown,"B. Gibson, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.24.b-Gibson.pdf,m_4025,31.03537,-29.83953,matched,South Africa,1,1
4025,4025,1946.01.24.a,24-Jan-46,1/24/46,winter,1946,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,KwaZulu-Natal,"Battery Beach, Durban",Swimming,"Manduray, a lifesaver",male,unknown,Foot severely lacerated,non-fatal,Afternoon,unknown,"J. R. Varma; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.24.a-Manduray.pdf,m_4026,31.03537,-29.83953,matched,South Africa,1,1
4026,4026,1946.01.17,17-Jan-46,1/17/46,winter,1946,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Townsville,unknown,Donald Vaughan,male,12,Ankle bitten,non-fatal,unknown,small shark,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.239",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.17-Vaughan.pdf,m_4027,146.82138,-19.25712,matched,Australia,1,1
4027,4027,1946.01.07,7-Jan-46,1/7/46,winter,1946,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,False Bay,Jumping in swells,Michael Anthony Hoffman,male,18,Foot bitten,non-fatal,12h00,1.5 m [5'] shark,"M. Hoffman, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.07-Hoffman.pdf,m_4028,18.66443,-34.17286,matched,South Africa,1,1
4028,4028,1946.01.05,5-Jan-46,1/5/46,winter,1946,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Oatley Bay near Como, George s River",Swimming,Valma Tegel,female,14,"FATAL, left leg severed, right leg injured  ",fatal,unknown,unknown,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.69; A. Sharpe, pp.91-92",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.05-Tegel.pdf,m_4029,151.06165,-34.00539,matched,Australia,1,1
4029,4029,1946.01.01,1-Jan-46,1/1/46,winter,1946,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Body surfing,Noel Buxton Redfern,male,24,Calf lacerated,non-fatal,A.M.,unknown,"N. Redfern, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.01-Redfern.pdf,m_4030,26.5186151,-33.29801995,matched,South Africa,1,1
4030,4030,1946.00.00.c,1946,unknown,unknown,1946,1,Boating,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,Plettenberg Bay,unknown,4 boats,unknown,unknown,"No injury to occupants, shark struck boats+K1581",non-fatal,unknown,unknown,"T. Wallett, p.27",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.c-PlettenburgBay.pdf,m_4031,23.37224,-34.05532,matched,South Africa,u,unknown
4031,4031,1946.00.00.b,1946,unknown,unknown,1946,1,Boating,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,Table Bay,unknown,boat,unknown,unknown,"Shark holed and sank boat, occupants rescued",non-fatal,unknown,unknown,"T. Wallett, p.27",http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.b-Table Bay.pdf,m_4032,18.45135,-33.88389,matched,South Africa,u,unknown
4032,4032,1945.08.06,6-Aug-45,8/6/45,summer,1945,1,Unprovoked,USA,USA,North America, North Carolina,Ocracoke,unknown,Kuenzler,unknown,unknown,FATAL,fatal,unknown,unknown,"F. Schwartz, p.23",http://sharkattackfile.net/spreadsheets/pdf_directory/1945.08.06-Kuenzler.pdf,m_4033,-75.97998,35.11089,matched,USA,8,3
4033,4033,1945.07.30,30-Jul-45,7/30/45,summer,1945,1,Sea Disaster,PHILIPPINES,PHILIPPINES,Asia,In transit between Tinian and Leyte,200 miles Leyte,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,unknown,unknown,unknown,"About 300  crew perished during the sinking, the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all, only 316 of her crew of 1,196 survived.",fatal,unknown,unknown,"All the Drowned Sailors, by R. B. Lech ; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1945.07.30-USS Indianapolis.pdf,m_4034,124.48989,11.3684,matched,Philippines,7,3
